heat_degree_hours,dehydration_pct_hours,fatigue_hours,burden,intervention_cost,info_cost,total_score,peak_true_core_c,peak_true_deficit,final_fatigue,rmse_core_c,bias_core_c,rmse_deficit,coverage95_core,mean_core_sd,n_verify,cooling_hours,n_human_check,n_water_fix,n_commands_issued,n_rejected,n_failed,n_tool_calls,detection_latency_h,false_cooling_hours,scenario,seed,agent,days,decide_every,sensor_noise_mult
0.0,0.0,0.0,0.0,0.1,0.0,0.1,38.96907982246385,0.007499360620114417,0.0,0.1267158954494416,0.024674330276027397,0.0014293929981743455,0.9711538461538461,0.13941923076923077,0,0.0,0,1,1,0,0,25,,0.0,normal,30,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97876579832443,0.006728192812695759,0.0,0.12963820068365908,0.025112287482272268,0.0013842206118312452,0.9903846153846154,0.1351028846153846,0,0.0,0,0,0,0,0,24,,0.0,normal,31,threshold,1,4,1.0
0.12599671744998275,0.0,0.0,0.12599671744998275,0.06,0.0,0.18599671744998275,39.32104069219306,0.0070978726142657475,0.0,0.10372078444546623,0.011343482202703922,0.0012581259558141547,1.0,0.13025096153846155,0,1.0,0,0,2,0,0,26,0.5,1.0,normal,32,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.1,0.0,0.1,39.136565121857444,0.008143571200270386,0.0,0.11208050440169422,0.021275384767174037,0.0019981216383153284,0.9903846153846154,0.13071153846153846,0,0.0,0,1,1,0,0,25,,0.0,normal,33,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.044651415064294,0.006986963536506907,0.0,0.12689903855696893,0.03525289040613089,0.0013668645010102918,0.9711538461538461,0.1362846153846154,0,0.0,0,0,0,0,0,24,,0.0,normal,34,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.1,0.0,0.1,39.070367799426414,0.00817384774992671,0.0,0.16315833474620167,0.022971170787431452,0.0014344449255023002,0.8653846153846154,0.13662211538461538,0,0.0,0,1,1,0,0,25,,0.0,normal,35,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9775996011552,0.007786187546723089,0.0,0.1519896094627696,0.033453833983009704,0.001451365373595553,0.9326923076923077,0.13617211538461538,0,0.0,0,0,0,0,0,24,,0.0,normal,36,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13694120685642,0.007799182287257935,0.0,0.1307103883569718,0.02321368844369714,0.001597144859905837,0.9615384615384616,0.1362048076923077,0,0.0,0,0,0,0,0,24,,0.0,normal,37,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.160521816971226,0.007614172136981205,0.0,0.10888007249114884,0.03041985462294396,0.001535305151756808,0.9807692307692307,0.13399134615384617,0,0.0,0,0,0,0,0,24,,0.0,normal,38,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.1,0.0,0.1,39.00371439576296,0.007872544927889689,0.0,0.16304869625394627,0.029630715227439167,0.0015503170367773813,0.8942307692307693,0.13643461538461538,0,0.0,0,1,1,0,0,25,,0.0,normal,39,threshold,1,4,1.0
0.14080308313453394,0.0,0.0,0.14080308313453394,0.06,0.0,0.20080308313453393,39.32086424504008,0.008049192035734034,0.0,0.10985799379758865,0.02423271024872588,0.0011835591856222244,0.9807692307692307,0.13435480769230768,0,1.0,0,0,2,0,0,26,1.25,0.75,normal,40,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98376319968014,0.007313170481389034,0.0,0.16919127172321316,0.03204179675650332,0.0013663360999425665,0.8653846153846154,0.13832115384615384,0,0.0,0,0,0,0,0,24,,0.0,normal,41,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.08406619531756,0.007236566310175616,0.0,0.13886822845248284,0.015716570786080634,0.0015810479928787043,0.9326923076923077,0.1345451923076923,0,0.0,0,0,0,0,0,24,,0.0,normal,42,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.978087197993645,0.007012765669245659,0.0,0.15631055338909186,0.029972823807385546,0.001443756550847466,0.9038461538461539,0.13802788461538462,0,0.0,0,0,0,0,0,24,,0.0,normal,43,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.015,0.0,0.015,39.06408030531235,0.00693616718868916,0.0,0.12105497751704002,0.023506967572167047,0.001771375900843352,0.9903846153846154,0.13625096153846156,0,0.25,0,0,1,0,0,25,,0.25,normal,44,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05213945601935,0.00770027091240503,0.0,0.12791505522539243,0.03268672357310932,0.0014317965209367251,0.9807692307692307,0.13533076923076923,0,0.0,0,0,0,0,0,24,,0.0,normal,45,threshold,1,4,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.013794480132326,0.008073017400813792,0.0,0.16090013756863575,0.025261754688733127,0.001953882113995747,0.9230769230769231,0.13451153846153846,0,0.0,0,0,0,0,0,24,,0.0,normal,46,threshold,1,4,1.0
