heat_degree_hours,dehydration_pct_hours,fatigue_hours,burden,intervention_cost,info_cost,total_score,peak_true_core_c,peak_true_deficit,final_fatigue,rmse_core_c,bias_core_c,rmse_deficit,coverage95_core,mean_core_sd,n_verify,cooling_hours,n_human_check,n_water_fix,n_commands_issued,n_rejected,n_failed,n_tool_calls,detection_latency_h,false_cooling_hours,scenario,seed,agent,days,decide_every,sensor_noise_mult,verify_price
1.3223541451022456,0.0,2.1598476572366936,2.618262739444262,1.21,0.0,3.828262739444262,40.018463703290664,0.008968892523787849,0.06854477980623526,0.08051398009517385,0.015911261215138552,0.0016570706743472719,0.9903846153846154,0.13074038461538462,0,11.0,1,0,24,0,0,95,0.5,5.75,fever_hot,7,bounded_react_noverify,1,4,1.0,0.0
1.5330911908310227,0.0,2.8890247162868827,3.2665060206031526,1.33,0.0,4.596506020603153,40.00678487834009,0.010255427147041427,0.0,0.11307459819483807,0.007157001057390033,0.0021861304543623846,0.9711538461538461,0.13557019230769232,0,13.0,1,0,24,0,0,94,0.5,7.0,fever_hot,8,bounded_react_noverify,1,4,1.0,0.0
1.1937010482319153,0.0,1.4533908846383128,2.065735579014903,1.21,0.0,3.2757355790149028,39.87492150257274,0.007664125096799358,0.0,0.12978060060254354,-0.0032911672434303876,0.0016651832871825173,0.9615384615384616,0.13669807692307692,0,11.0,1,0,24,0,0,94,0.25,5.75,fever_hot,9,bounded_react_noverify,1,4,1.0,0.0
1.168690013721223,0.0,1.32948318619565,1.9663799254386132,1.21,0.0,3.176379925438613,40.01075825317295,0.008497814703350474,0.0,0.09821733395833038,0.019551782381861872,0.0016788606098964009,0.9903846153846154,0.13490192307692309,0,11.0,1,0,24,0,0,95,0.25,5.5,fever_hot,10,bounded_react_noverify,1,4,1.0,0.0
1.5674718719467933,0.0,3.3483943691002365,3.576508493406935,1.15,0.0,4.726508493406935,40.025428573303486,0.00890926625867323,0.1396095295707367,0.16155519629451057,-0.014469390773840974,0.001797168381975579,0.9615384615384616,0.13483173076923077,0,10.0,1,0,24,0,0,94,1.25,4.0,fever_hot,11,bounded_react_noverify,1,4,1.0,0.0
1.6746750206245355,0.0,3.7157405468264093,3.904119348720381,1.33,0.0,5.234119348720381,40.04492466440464,0.008647481631996764,0.11357126134349503,0.14614621401791295,-0.007278676654514913,0.0016779803483065868,0.9711538461538461,0.14141346153846154,0,13.0,1,0,24,0,0,95,1.0,6.75,fever_hot,12,bounded_react_noverify,1,4,1.0,0.0
1.3517363375596538,0.0,2.003437044241382,2.5537985641044827,1.27,0.0,3.8237985641044827,39.83018709937351,0.008418041481037456,0.0,0.1100689569119147,0.01625961924007823,0.0019265914038480653,0.9903846153846154,0.1336326923076923,0,12.0,1,0,24,0,0,95,0.5,6.75,fever_hot,13,bounded_react_noverify,1,4,1.0,0.0
1.4974850093925198,0.0,2.7572582020264207,3.1518399306083724,1.27,0.0,4.421839930608373,40.03221665367389,0.008518250384685499,0.10111675516588611,0.14492148184106307,-0.00026727162212863547,0.0014514788738021107,0.9807692307692307,0.13622596153846153,0,12.0,1,0,24,0,0,95,0.75,6.5,fever_hot,14,bounded_react_noverify,1,4,1.0,0.0
1.3568807462970902,0.0,2.1463794282094293,2.6447084032227477,1.15,0.0,3.7947084032227476,39.91547399841946,0.008164987336844034,0.0,0.11530889963975904,0.03177413980944594,0.0016911054849244054,0.9807692307692307,0.14154038461538462,0,10.0,1,0,24,0,0,95,1.0,4.75,fever_hot,15,bounded_react_noverify,1,4,1.0,0.0
1.570734701119516,0.0,3.5203043351604215,3.682917302215769,1.27,0.0,4.952917302215769,39.912275021895816,0.00895973941361737,0.14140408561573425,0.1373382180560536,0.008176240860785073,0.0019418921213015853,0.9807692307692307,0.13836826923076923,0,12.0,1,0,24,0,0,95,1.25,5.75,fever_hot,16,bounded_react_noverify,1,4,1.0,0.0
